"category","name","brand","price","currency","vatRate","colours","swatch","accent","fabric","details","fit","roleTags","leadTime","minOrder","sizeRange","imageHint","imageUrl","colourImages","supplierName","productUrl","active"
"bottoms","Men's Horizon Slim Short","Smallwood's","35","$","0","Loden","#e2e8f0","#0b1f3a","","","man","deck","","1","30–42","shorts","https://www.smallwoods.com/media/catalog/product/cache/0daeb07bb1d294c1f281fab47369d56a/_/3/_3968_1.jpg","{""Loden"":""https://www.smallwoods.com/media/catalog/product/cache/0daeb07bb1d294c1f281fab47369d56a/_/3/_3968_1.jpg""}","Smallwood's Yachtwear","https://www.smallwoods.com/mens-horizon-shorts-1.html","true"
"bottoms","Men's Horizon Slim Short","Smallwood's","70","$","0","Black|Navy|Stone|White|Grey","#ffffff","#0b1f3a","","The Men Horizon Shorts 9""inseam is just like the original only shorter. Made from technical, lightweight and two-way material that stretches.","man","deck","","1","30–42","shorts","https://www.smallwoods.com/media/catalog/product/cache/0daeb07bb1d294c1f281fab47369d56a/2/l/2l7a4085_1_1_1.jpeg","{""Black"":""https://www.smallwoods.com/media/catalog/product/cache/0daeb07bb1d294c1f281fab47369d56a/2/l/2l7a4085_1_1_1.jpeg"",""Navy"":""https://www.smallwoods.com/media/catalog/product/cache/0daeb07bb1d294c1f281fab47369d56a/2/l/2l7a4085_1_1nvy_1.jpg"",""Stone"":""https://www.smallwoods.com/media/catalog/product/cache/0daeb07bb1d294c1f281fab47369d56a/2/l/2l7a4085_2_1.jpeg"",""White"":""https://www.smallwoods.com/media/catalog/product/cache/0daeb07bb1d294c1f281fab47369d56a/2/l/2l7a4085_3_1.jpeg"",""Grey"":""https://www.smallwoods.com/media/catalog/product/cache/0daeb07bb1d294c1f281fab47369d56a/2/l/2l7a4085_5_1.jpg""}","Smallwood's Yachtwear","https://www.smallwoods.com/mens-horizon-shorts-1720.html","true"
"bottoms","Men's Horizon Short","Smallwood's","70","$","0","Black|Navy|Stone|Grey","#111827","#0b1f3a","","The Men Horizon Shorts 11""inseam is our most popular short and it is no wonder. Zipper pocket on the outside of the left leg for security and convenience.","man","deck","","1","30–44","shorts","https://www.smallwoods.com/media/catalog/product/cache/0daeb07bb1d294c1f281fab47369d56a/2/l/2l7a3785_1_2_1_1.jpg","{""Black"":""https://www.smallwoods.com/media/catalog/product/cache/0daeb07bb1d294c1f281fab47369d56a/2/l/2l7a3785_1_2_1_1.jpg"",""Navy"":""https://www.smallwoods.com/media/catalog/product/cache/0daeb07bb1d294c1f281fab47369d56a/2/l/2l7a3785_2_1_1_1.jpg"",""Stone"":""https://www.smallwoods.com/media/catalog/product/cache/0daeb07bb1d294c1f281fab47369d56a/2/l/2l7a3785_3_2_1.jpg"",""Grey"":""https://www.smallwoods.com/media/catalog/product/cache/0daeb07bb1d294c1f281fab47369d56a/2/l/2l7a3785_1_3_1.jpeg""}","Smallwood's Yachtwear","https://www.smallwoods.com/mens-horizon-shorts.html","true"
"bottoms","Men's Ripstop Cargo Short","Smallwood's","68","$","0","Navy|Khaki","#0b1f3a","#0b1f3a","","Performance Ripstop Cargo Short feature the added benefit of a ripstop material. Just as lightweight, quick-drying, durable, and comfortable as the original.","man","engineer","","1","30–44","shorts","https://www.smallwoods.com/media/catalog/product/cache/0daeb07bb1d294c1f281fab47369d56a/2/l/2l7a3862_2_1_1.jpeg","{""Navy"":""https://www.smallwoods.com/media/catalog/product/cache/0daeb07bb1d294c1f281fab47369d56a/2/l/2l7a3862_2_1_1.jpeg"",""Khaki"":""https://www.smallwoods.com/media/catalog/product/cache/0daeb07bb1d294c1f281fab47369d56a/2/l/2l7a3862_1_1_1.jpg""}","Smallwood's Yachtwear","https://www.smallwoods.com/mens-perforamce-ripstop-cargo-short.html","true"
"bottoms","Men's Universal Stretch Cargo Short","Smallwood's","68","$","0","Charc","#e2e8f0","#0b1f3a","","The Mens Performance Universal Cargo Shorts will quickly become a favorite for deck crew. Made from technical, lightweight and quick drying fabric","man","engineer","","1","30–44","shorts","https://www.smallwoods.com/media/catalog/product/cache/0daeb07bb1d294c1f281fab47369d56a/4/0/4006ucharcfullfront_2.jpg","{""Charc"":""https://www.smallwoods.com/media/catalog/product/cache/0daeb07bb1d294c1f281fab47369d56a/4/0/4006ucharcfullfront_2.jpg""}","Smallwood's Yachtwear","https://www.smallwoods.com/mens-performance-cargo-short.html","true"
"bottoms","Men's Universal Stretch Short","Smallwood's","70","$","0","Charcoal|Grey","#374151","#0b1f3a","","The Men performance Universal Slim Shorts is a hybrid short with the look of a true yachting professional. Made from technical, lightweight fabric.","man","deck","","1","30–44","shorts","https://www.smallwoods.com/media/catalog/product/cache/0daeb07bb1d294c1f281fab47369d56a/2/l/2l7a4085_4_1_1.jpeg","{""Charcoal"":""https://www.smallwoods.com/media/catalog/product/cache/0daeb07bb1d294c1f281fab47369d56a/2/l/2l7a4085_4_1_1.jpeg"",""Grey"":""https://www.smallwoods.com/media/catalog/product/cache/0daeb07bb1d294c1f281fab47369d56a/2/l/2l7a4085_4aa_1_1.jpeg""}","Smallwood's Yachtwear","https://www.smallwoods.com/mens-univ-short.html","true"
"bottoms","Men's Universal Stretch Short","Smallwood's","70","$","0","Bblu","#e2e8f0","#0b1f3a","","The Mens performance Universal Slim Shorts is a hybrid short with the look of a true yachting professional in Bimini Blue Color. ","man","deck","","1","30–42","shorts","https://www.smallwoods.com/media/catalog/product/cache/0daeb07bb1d294c1f281fab47369d56a/2/l/2l7a4330bb_1_1.jpg","{""Bblu"":""https://www.smallwoods.com/media/catalog/product/cache/0daeb07bb1d294c1f281fab47369d56a/2/l/2l7a4330bb_1_1.jpg""}","Smallwood's Yachtwear","https://www.smallwoods.com/mens-universal-short-bimini.html","true"
"accessories","MISSION ALLOY BELT (Leather)","Smallwood's","40","$","0","Black","#111827","#0b1f3a","","MISSION ALLOY BELT (Leather)","woman|man","deck","","1","Small (Up to 32)–Extra Large (Up to 42"")","cap","https://www.smallwoods.com/media/catalog/product/cache/0daeb07bb1d294c1f281fab47369d56a/a/l/alloy_1_1.jpg","{""Black"":""https://www.smallwoods.com/media/catalog/product/cache/0daeb07bb1d294c1f281fab47369d56a/a/l/alloy_1_1.jpg""}","Smallwood's Yachtwear","https://www.smallwoods.com/mission-alloy-belt-leather.html","true"
"accessories","MISSION BELT (Black Matte Buckle)","Smallwood's","40","$","0","Tactical|Storm|Stealth|Carrier","#e2e8f0","#0b1f3a","","MISSION BELT (Black Matte Buckle)","woman|man","deck","","1","Small (Up to 32)–Extra Large (Up to 42"")","cap","https://www.smallwoods.com/media/catalog/product/cache/0daeb07bb1d294c1f281fab47369d56a/t/a/tactical_1_1.jpg","{""Tactical"":""https://www.smallwoods.com/media/catalog/product/cache/0daeb07bb1d294c1f281fab47369d56a/t/a/tactical_1_1.jpg"",""Storm"":""https://www.smallwoods.com/media/catalog/product/cache/0daeb07bb1d294c1f281fab47369d56a/s/t/storm_1_1.jpg"",""Stealth"":""https://www.smallwoods.com/media/catalog/product/cache/0daeb07bb1d294c1f281fab47369d56a/s/t/stealth_1_1.jpg"",""Carrier"":""https://www.smallwoods.com/media/catalog/product/cache/0daeb07bb1d294c1f281fab47369d56a/c/a/carrier_1_1.jpg""}","Smallwood's Yachtwear","https://www.smallwoods.com/mission-belt-black-matte-buckle.html","true"
"dresses","Amalfi Dress","Smallwood's","141","$","0","Black","#111827","#0b1f3a","","SMALLWOOD'S DRESS HALF SLEEVE DRESS ","woman|man","interior|chief-stew","","1","0–16","dress","https://www.smallwoods.com/media/catalog/product/cache/0daeb07bb1d294c1f281fab47369d56a/2/0/2037-4_1.jpg","{""Black"":""https://www.smallwoods.com/media/catalog/product/cache/0daeb07bb1d294c1f281fab47369d56a/2/0/2037-4_1.jpg""}","Smallwood's Yachtwear","https://www.smallwoods.com/smallwood-s-dress-half-sleeve-dress.html","true"
"dresses","Evening Silhouette Dress","Smallwood's","141","$","0","Lavender|Black","#e2e8f0","#0b1f3a","95% polyester & 5% lycra dress","Are you looking for a new dress that is both stylish and easy to care for? Our 95% polyester 5% lycra dress with short sleeves is perfect!. ","woman|man","interior|chief-stew","","1","0–16","dress","https://www.smallwoods.com/media/catalog/product/cache/0daeb07bb1d294c1f281fab47369d56a/2/1/21034b1_1_1_1.jpg","{""Black"":""https://www.smallwoods.com/media/catalog/product/cache/0daeb07bb1d294c1f281fab47369d56a/2/1/21034b1_1_1_1.jpg""}","Smallwood's Yachtwear","https://www.smallwoods.com/smallwood-s-dress-with-sleeves-3773.html","true"
"dresses","Pacific Evening Dress with Sleeves","Smallwood's","94","$","0","Black","#111827","#0b1f3a","","The Performance Pacific Evening Dress is simple, elegant and functional with four small beltloops. It’s all about the fabric!","woman|man","interior|chief-stew","","1","0–16","dress","https://www.smallwoods.com/media/catalog/product/cache/0daeb07bb1d294c1f281fab47369d56a/2/0/2027ps1_1.jpg","{""Black"":""https://www.smallwoods.com/media/catalog/product/cache/0daeb07bb1d294c1f281fab47369d56a/2/0/2027ps1_1.jpg""}","Smallwood's Yachtwear","https://www.smallwoods.com/smallwood-s-dress-with-sleeves.html","true"
"tops","Women's T-shirt Mandarin V-Neck","Smallwood's","46","$","0","Black|Navy|White","#ffffff","#0b1f3a","","SMALLWOOD'S LDS MANDARIN V-NECK ","woman","interior|chief-stew","","1","XS–XXL","polo","https://www.smallwoods.com/media/catalog/product/cache/0daeb07bb1d294c1f281fab47369d56a/g/1/g113-3_3.jpg","{""Black"":""https://www.smallwoods.com/media/catalog/product/cache/0daeb07bb1d294c1f281fab47369d56a/g/1/g113-3_3.jpg"",""Navy"":""https://www.smallwoods.com/media/catalog/product/cache/0daeb07bb1d294c1f281fab47369d56a/g/1/g113-3_1__1.jpg"",""White"":""https://www.smallwoods.com/media/catalog/product/cache/0daeb07bb1d294c1f281fab47369d56a/g/1/g113w1_5.jpg""}","Smallwood's Yachtwear","https://www.smallwoods.com/smallwood-s-lds-mandarin-v-neck.html","true"
